State,County,Ishispanic,Ethnicity,Ndeath
Mississippi,Jackson,Hispanic,African-American,0
Mississippi,Jackson,Hispanic,White,0
Mississippi,Jackson,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jackson,Hispanic,Asian,0
Mississippi,Jackson,Hispanic,Other,1
Mississippi,Jackson,Hispanic,Unknown,0
Mississippi,Jackson,Unknown,African-American,0
Mississippi,Jackson,Unknown,White,0
Mississippi,Jackson,Unknown,American-Indian-Alaska-Native,0
Mississippi,Jackson,Unknown,Asian,0
Mississippi,Jackson,Unknown,Other,0
Mississippi,Jackson,Unknown,Unknown,0
Mississippi,Jasper,Total,NA,6
Mississippi,Jasper,Non-Hispanic,African-American,5
Mississippi,Jasper,Non-Hispanic,White,1
Mississippi,Jasper,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jasper,Non-Hispanic,Asian,0
Mississippi,Jasper,Non-Hispanic,Other,0
Mississippi,Jasper,Non-Hispanic,Unknown,0
Mississippi,Jasper,Hispanic,African-American,0
Mississippi,Jasper,Hispanic,White,0
Mississippi,Jasper,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jasper,Hispanic,Asian,0
Mississippi,Jasper,Hispanic,Other,0
Mississippi,Jasper,Hispanic,Unknown,0
Mississippi,Jasper,Unknown,African-American,0
Mississippi,Jasper,Unknown,White,0
Mississippi,Jasper,Unknown,American-Indian-Alaska-Native,0
Mississippi,Jasper,Unknown,Asian,0
Mississippi,Jasper,Unknown,Other,0
Mississippi,Jasper,Unknown,Unknown,0
Mississippi,Jefferson,Total,NA,3
Mississippi,Jefferson,Non-Hispanic,African-American,3
Mississippi,Jefferson,Non-Hispanic,White,0
Mississippi,Jefferson,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jefferson,Non-Hispanic,Asian,0
Mississippi,Jefferson,Non-Hispanic,Other,0
Mississippi,Jefferson,Non-Hispanic,Unknown,0
Mississippi,Jefferson,Hispanic,African-American,0
Mississippi,Jefferson,Hispanic,White,0
Mississippi,Jefferson,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jefferson,Hispanic,Asian,0
Mississippi,Jefferson,Hispanic,Other,0
Mississippi,Jefferson,Hispanic,Unknown,0
Mississippi,Jefferson,Unknown,African-American,0
Mississippi,Jefferson,Unknown,White,0
Mississippi,Jefferson,Unknown,American-Indian-Alaska-Native,0
Mississippi,Jefferson,Unknown,Asian,0
Mississippi,Jefferson,Unknown,Other,0
Mississippi,Jefferson,Unknown,Unknown,0
Mississippi,Jefferson davis,Total,NA,4
Mississippi,Jefferson davis,Non-Hispanic,African-American,3
Mississippi,Jefferson davis,Non-Hispanic,White,1
Mississippi,Jefferson davis,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jefferson davis,Non-Hispanic,Asian,0
Mississippi,Jefferson davis,Non-Hispanic,Other,0
Mississippi,Jefferson davis,Non-Hispanic,Unknown,0
Mississippi,Jefferson davis,Hispanic,African-American,0
Mississippi,Jefferson davis,Hispanic,White,0
Mississippi,Jefferson davis,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jefferson davis,Hispanic,Asian,0
Mississippi,Jefferson davis,Hispanic,Other,0
Mississippi,Jefferson davis,Hispanic,Unknown,0
Mississippi,Jefferson davis,Unknown,African-American,0
Mississippi,Jefferson davis,Unknown,White,0
Mississippi,Jefferson davis,Unknown,American-Indian-Alaska-Native,0
Mississippi,Jefferson davis,Unknown,Asian,0
Mississippi,Jefferson davis,Unknown,Other,0
Mississippi,Jefferson davis,Unknown,Unknown,0
Mississippi,Jones,Total,NA,49
Mississippi,Jones,Non-Hispanic,African-American,21
Mississippi,Jones,Non-Hispanic,White,23
Mississippi,Jones,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jones,Non-Hispanic,Asian,0
Mississippi,Jones,Non-Hispanic,Other,0
Mississippi,Jones,Non-Hispanic,Unknown,0
Mississippi,Jones,Hispanic,African-American,0
Mississippi,Jones,Hispanic,White,0
Mississippi,Jones,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Jones,Hispanic,Asian,0
Mississippi,Jones,Hispanic,Other,1
Mississippi,Jones,Hispanic,Unknown,0
Mississippi,Jones,Unknown,African-American,1
Mississippi,Jones,Unknown,White,2
Mississippi,Jones,Unknown,American-Indian-Alaska-Native,0
Mississippi,Jones,Unknown,Asian,0
Mississippi,Jones,Unknown,Other,1
Mississippi,Jones,Unknown,Unknown,0
Mississippi,Kemper,Total,NA,14
Mississippi,Kemper,Non-Hispanic,African-American,10
Mississippi,Kemper,Non-Hispanic,White,3
Mississippi,Kemper,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Kemper,Non-Hispanic,Asian,0
Mississippi,Kemper,Non-Hispanic,Other,0
Mississippi,Kemper,Non-Hispanic,Unknown,0
Mississippi,Kemper,Hispanic,African-American,0
Mississippi,Kemper,Hispanic,White,0
Mississippi,Kemper,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Kemper,Hispanic,Asian,0
Mississippi,Kemper,Hispanic,Other,0
Mississippi,Kemper,Hispanic,Unknown,0
Mississippi,Kemper,Unknown,African-American,0
Mississippi,Kemper,Unknown,White,1
Mississippi,Kemper,Unknown,American-Indian-Alaska-Native,0
Mississippi,Kemper,Unknown,Asian,0
Mississippi,Kemper,Unknown,Other,0
Mississippi,Kemper,Unknown,Unknown,0
Mississippi,Lafayette,Total,NA,4
Mississippi,Lafayette,Non-Hispanic,African-American,2
Mississippi,Lafayette,Non-Hispanic,White,1
Mississippi,Lafayette,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lafayette,Non-Hispanic,Asian,0
Mississippi,Lafayette,Non-Hispanic,Other,0
Mississippi,Lafayette,Non-Hispanic,Unknown,0
Mississippi,Lafayette,Hispanic,African-American,0
Mississippi,Lafayette,Hispanic,White,0
Mississippi,Lafayette,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lafayette,Hispanic,Asian,0
Mississippi,Lafayette,Hispanic,Other,0
Mississippi,Lafayette,Hispanic,Unknown,0
Mississippi,Lafayette,Unknown,African-American,1
Mississippi,Lafayette,Unknown,White,0
Mississippi,Lafayette,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lafayette,Unknown,Asian,0
Mississippi,Lafayette,Unknown,Other,0
Mississippi,Lafayette,Unknown,Unknown,0
Mississippi,Lamar,Total,NA,7
Mississippi,Lamar,Non-Hispanic,African-American,4
Mississippi,Lamar,Non-Hispanic,White,2
Mississippi,Lamar,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lamar,Non-Hispanic,Asian,0
Mississippi,Lamar,Non-Hispanic,Other,0
Mississippi,Lamar,Non-Hispanic,Unknown,0
Mississippi,Lamar,Hispanic,African-American,0
Mississippi,Lamar,Hispanic,White,0
Mississippi,Lamar,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lamar,Hispanic,Asian,0
Mississippi,Lamar,Hispanic,Other,1
Mississippi,Lamar,Hispanic,Unknown,0
Mississippi,Lamar,Unknown,African-American,0
Mississippi,Lamar,Unknown,White,0
Mississippi,Lamar,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lamar,Unknown,Asian,0
Mississippi,Lamar,Unknown,Other,0
Mississippi,Lamar,Unknown,Unknown,0
Mississippi,Lauderdale,Total,NA,78
Mississippi,Lauderdale,Non-Hispanic,African-American,47
Mississippi,Lauderdale,Non-Hispanic,White,28
Mississippi,Lauderdale,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lauderdale,Non-Hispanic,Asian,0
Mississippi,Lauderdale,Non-Hispanic,Other,0
Mississippi,Lauderdale,Non-Hispanic,Unknown,0
Mississippi,Lauderdale,Hispanic,African-American,0
Mississippi,Lauderdale,Hispanic,White,0
Mississippi,Lauderdale,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lauderdale,Hispanic,Asian,0
Mississippi,Lauderdale,Hispanic,Other,0
Mississippi,Lauderdale,Hispanic,Unknown,0
Mississippi,Lauderdale,Unknown,African-American,2
Mississippi,Lauderdale,Unknown,White,1
Mississippi,Lauderdale,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lauderdale,Unknown,Asian,0
Mississippi,Lauderdale,Unknown,Other,0
Mississippi,Lauderdale,Unknown,Unknown,0
Mississippi,Lawrence,Total,NA,1
Mississippi,Lawrence,Non-Hispanic,African-American,1
Mississippi,Lawrence,Non-Hispanic,White,0
Mississippi,Lawrence,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lawrence,Non-Hispanic,Asian,0
Mississippi,Lawrence,Non-Hispanic,Other,0
Mississippi,Lawrence,Non-Hispanic,Unknown,0
Mississippi,Lawrence,Hispanic,African-American,0
Mississippi,Lawrence,Hispanic,White,0
Mississippi,Lawrence,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lawrence,Hispanic,Asian,0
Mississippi,Lawrence,Hispanic,Other,0
Mississippi,Lawrence,Hispanic,Unknown,0
Mississippi,Lawrence,Unknown,African-American,0
Mississippi,Lawrence,Unknown,White,0
Mississippi,Lawrence,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lawrence,Unknown,Asian,0
Mississippi,Lawrence,Unknown,Other,0
Mississippi,Lawrence,Unknown,Unknown,0
Mississippi,Leake,Total,NA,19
Mississippi,Leake,Non-Hispanic,African-American,5
Mississippi,Leake,Non-Hispanic,White,2
Mississippi,Leake,Non-Hispanic,American-Indian-Alaska-Native,7
Mississippi,Leake,Non-Hispanic,Asian,0
Mississippi,Leake,Non-Hispanic,Other,0
Mississippi,Leake,Non-Hispanic,Unknown,0
Mississippi,Leake,Hispanic,African-American,0
Mississippi,Leake,Hispanic,White,0
Mississippi,Leake,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Leake,Hispanic,Asian,0
Mississippi,Leake,Hispanic,Other,1
Mississippi,Leake,Hispanic,Unknown,0
Mississippi,Leake,Unknown,African-American,0
Mississippi,Leake,Unknown,White,1
Mississippi,Leake,Unknown,American-Indian-Alaska-Native,3
Mississippi,Leake,Unknown,Asian,0
Mississippi,Leake,Unknown,Other,0
Mississippi,Leake,Unknown,Unknown,0
Mississippi,Lee,Total,NA,16
Mississippi,Lee,Non-Hispanic,African-American,7
Mississippi,Lee,Non-Hispanic,White,9
Mississippi,Lee,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lee,Non-Hispanic,Asian,0
Mississippi,Lee,Non-Hispanic,Other,0
Mississippi,Lee,Non-Hispanic,Unknown,0
Mississippi,Lee,Hispanic,African-American,0
Mississippi,Lee,Hispanic,White,0
Mississippi,Lee,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lee,Hispanic,Asian,0
Mississippi,Lee,Hispanic,Other,0
Mississippi,Lee,Hispanic,Unknown,0
Mississippi,Lee,Unknown,African-American,0
Mississippi,Lee,Unknown,White,0
Mississippi,Lee,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lee,Unknown,Asian,0
Mississippi,Lee,Unknown,Other,0
Mississippi,Lee,Unknown,Unknown,0
Mississippi,Leflore,Total,NA,49
Mississippi,Leflore,Non-Hispanic,African-American,39
Mississippi,Leflore,Non-Hispanic,White,8
Mississippi,Leflore,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Leflore,Non-Hispanic,Asian,0
Mississippi,Leflore,Non-Hispanic,Other,0
Mississippi,Leflore,Non-Hispanic,Unknown,0
Mississippi,Leflore,Hispanic,African-American,0
Mississippi,Leflore,Hispanic,White,0
Mississippi,Leflore,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Leflore,Hispanic,Asian,0
Mississippi,Leflore,Hispanic,Other,0
Mississippi,Leflore,Hispanic,Unknown,0
Mississippi,Leflore,Unknown,African-American,1
Mississippi,Leflore,Unknown,White,0
Mississippi,Leflore,Unknown,American-Indian-Alaska-Native,0
Mississippi,Leflore,Unknown,Asian,0
Mississippi,Leflore,Unknown,Other,1
Mississippi,Leflore,Unknown,Unknown,0
Mississippi,Lincoln,Total,NA,34
Mississippi,Lincoln,Non-Hispanic,African-American,6
Mississippi,Lincoln,Non-Hispanic,White,26
Mississippi,Lincoln,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lincoln,Non-Hispanic,Asian,0
Mississippi,Lincoln,Non-Hispanic,Other,0
Mississippi,Lincoln,Non-Hispanic,Unknown,0
Mississippi,Lincoln,Hispanic,African-American,0
Mississippi,Lincoln,Hispanic,White,0
Mississippi,Lincoln,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lincoln,Hispanic,Asian,0
Mississippi,Lincoln,Hispanic,Other,0
Mississippi,Lincoln,Hispanic,Unknown,0
Mississippi,Lincoln,Unknown,African-American,0
Mississippi,Lincoln,Unknown,White,2
Mississippi,Lincoln,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lincoln,Unknown,Asian,0
Mississippi,Lincoln,Unknown,Other,0
Mississippi,Lincoln,Unknown,Unknown,0
Mississippi,Lowndes,Total,NA,11
Mississippi,Lowndes,Non-Hispanic,African-American,5
Mississippi,Lowndes,Non-Hispanic,White,5
Mississippi,Lowndes,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lowndes,Non-Hispanic,Asian,0
Mississippi,Lowndes,Non-Hispanic,Other,0
Mississippi,Lowndes,Non-Hispanic,Unknown,0
Mississippi,Lowndes,Hispanic,African-American,0
Mississippi,Lowndes,Hispanic,White,1
Mississippi,Lowndes,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Lowndes,Hispanic,Asian,0
Mississippi,Lowndes,Hispanic,Other,0
Mississippi,Lowndes,Hispanic,Unknown,0
Mississippi,Lowndes,Unknown,African-American,0
Mississippi,Lowndes,Unknown,White,0
Mississippi,Lowndes,Unknown,American-Indian-Alaska-Native,0
Mississippi,Lowndes,Unknown,Asian,0
Mississippi,Lowndes,Unknown,Other,0
Mississippi,Lowndes,Unknown,Unknown,0
Mississippi,Madison,Total,NA,34
Mississippi,Madison,Non-Hispanic,African-American,18
Mississippi,Madison,Non-Hispanic,White,15
Mississippi,Madison,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Madison,Non-Hispanic,Asian,0
Mississippi,Madison,Non-Hispanic,Other,0
Mississippi,Madison,Non-Hispanic,Unknown,0
Mississippi,Madison,Hispanic,African-American,0
Mississippi,Madison,Hispanic,White,0
Mississippi,Madison,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Madison,Hispanic,Asian,0
Mississippi,Madison,Hispanic,Other,0
Mississippi,Madison,Hispanic,Unknown,0
Mississippi,Madison,Unknown,African-American,0
Mississippi,Madison,Unknown,White,1
Mississippi,Madison,Unknown,American-Indian-Alaska-Native,0
Mississippi,Madison,Unknown,Asian,0
Mississippi,Madison,Unknown,Other,0
Mississippi,Madison,Unknown,Unknown,0
Mississippi,Marion,Total,NA,11
Mississippi,Marion,Non-Hispanic,African-American,5
Mississippi,Marion,Non-Hispanic,White,5
Mississippi,Marion,Non-Hispanic,American-Indian-Alaska-Native,1
Mississippi,Marion,Non-Hispanic,Asian,0
Mississippi,Marion,Non-Hispanic,Other,0
Mississippi,Marion,Non-Hispanic,Unknown,0
Mississippi,Marion,Hispanic,African-American,0
Mississippi,Marion,Hispanic,White,0
Mississippi,Marion,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Marion,Hispanic,Asian,0
Mississippi,Marion,Hispanic,Other,0
Mississippi,Marion,Hispanic,Unknown,0
Mississippi,Marion,Unknown,African-American,0
Mississippi,Marion,Unknown,White,0
Mississippi,Marion,Unknown,American-Indian-Alaska-Native,0
Mississippi,Marion,Unknown,Asian,0
Mississippi,Marion,Unknown,Other,0
Mississippi,Marion,Unknown,Unknown,0
Mississippi,Marshall,Total,NA,3
Mississippi,Marshall,Non-Hispanic,African-American,3
Mississippi,Marshall,Non-Hispanic,White,0
Mississippi,Marshall,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Marshall,Non-Hispanic,Asian,0
Mississippi,Marshall,Non-Hispanic,Other,0
Mississippi,Marshall,Non-Hispanic,Unknown,0
Mississippi,Marshall,Hispanic,African-American,0
Mississippi,Marshall,Hispanic,White,0
Mississippi,Marshall,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Marshall,Hispanic,Asian,0
Mississippi,Marshall,Hispanic,Other,0
Mississippi,Marshall,Hispanic,Unknown,0
Mississippi,Marshall,Unknown,African-American,0
Mississippi,Marshall,Unknown,White,0
Mississippi,Marshall,Unknown,American-Indian-Alaska-Native,0
Mississippi,Marshall,Unknown,Asian,0
Mississippi,Marshall,Unknown,Other,0
Mississippi,Marshall,Unknown,Unknown,0
Mississippi,Monroe,Total,NA,29
Mississippi,Monroe,Non-Hispanic,African-American,7
Mississippi,Monroe,Non-Hispanic,White,19
Mississippi,Monroe,Non-Hispanic,American-Indian-Alaska-Native,1
Mississippi,Monroe,Non-Hispanic,Asian,0
Mississippi,Monroe,Non-Hispanic,Other,0
Mississippi,Monroe,Non-Hispanic,Unknown,0
Mississippi,Monroe,Hispanic,African-American,0
Mississippi,Monroe,Hispanic,White,0
Mississippi,Monroe,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Monroe,Hispanic,Asian,0
Mississippi,Monroe,Hispanic,Other,0
Mississippi,Monroe,Hispanic,Unknown,0
Mississippi,Monroe,Unknown,African-American,1
Mississippi,Monroe,Unknown,White,1
Mississippi,Monroe,Unknown,American-Indian-Alaska-Native,0
Mississippi,Monroe,Unknown,Asian,0
Mississippi,Monroe,Unknown,Other,0
Mississippi,Monroe,Unknown,Unknown,0
Mississippi,Montgomery,Total,NA,2
Mississippi,Montgomery,Non-Hispanic,African-American,2
Mississippi,Montgomery,Non-Hispanic,White,0
Mississippi,Montgomery,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Montgomery,Non-Hispanic,Asian,0
Mississippi,Montgomery,Non-Hispanic,Other,0
Mississippi,Montgomery,Non-Hispanic,Unknown,0
Mississippi,Montgomery,Hispanic,African-American,0
Mississippi,Montgomery,Hispanic,White,0
Mississippi,Montgomery,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Montgomery,Hispanic,Asian,0
Mississippi,Montgomery,Hispanic,Other,0
Mississippi,Montgomery,Hispanic,Unknown,0
Mississippi,Montgomery,Unknown,African-American,0
Mississippi,Montgomery,Unknown,White,0
Mississippi,Montgomery,Unknown,American-Indian-Alaska-Native,0
Mississippi,Montgomery,Unknown,Asian,0
Mississippi,Montgomery,Unknown,Other,0
Mississippi,Montgomery,Unknown,Unknown,0
Mississippi,Neshoba,Total,NA,69
Mississippi,Neshoba,Non-Hispanic,African-American,11
Mississippi,Neshoba,Non-Hispanic,White,7
Mississippi,Neshoba,Non-Hispanic,American-Indian-Alaska-Native,36
Mississippi,Neshoba,Non-Hispanic,Asian,0
Mississippi,Neshoba,Non-Hispanic,Other,0
Mississippi,Neshoba,Non-Hispanic,Unknown,0
Mississippi,Neshoba,Hispanic,African-American,0
Mississippi,Neshoba,Hispanic,White,0
Mississippi,Neshoba,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Neshoba,Hispanic,Asian,0
Mississippi,Neshoba,Hispanic,Other,0
Mississippi,Neshoba,Hispanic,Unknown,0
Mississippi,Neshoba,Unknown,African-American,0
Mississippi,Neshoba,Unknown,White,1
Mississippi,Neshoba,Unknown,American-Indian-Alaska-Native,14
Mississippi,Neshoba,Unknown,Asian,0
Mississippi,Neshoba,Unknown,Other,0
Mississippi,Neshoba,Unknown,Unknown,0
Mississippi,Newton,Total,NA,9
Mississippi,Newton,Non-Hispanic,African-American,4
Mississippi,Newton,Non-Hispanic,White,1
Mississippi,Newton,Non-Hispanic,American-Indian-Alaska-Native,3
Mississippi,Newton,Non-Hispanic,Asian,0
Mississippi,Newton,Non-Hispanic,Other,0
Mississippi,Newton,Non-Hispanic,Unknown,0
Mississippi,Newton,Hispanic,African-American,0
Mississippi,Newton,Hispanic,White,0
Mississippi,Newton,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Newton,Hispanic,Asian,0
Mississippi,Newton,Hispanic,Other,0
Mississippi,Newton,Hispanic,Unknown,0
Mississippi,Newton,Unknown,African-American,0
Mississippi,Newton,Unknown,White,0
Mississippi,Newton,Unknown,American-Indian-Alaska-Native,0
Mississippi,Newton,Unknown,Asian,0
Mississippi,Newton,Unknown,Other,1
Mississippi,Newton,Unknown,Unknown,0
Mississippi,Noxubee,Total,NA,8
Mississippi,Noxubee,Non-Hispanic,African-American,6
Mississippi,Noxubee,Non-Hispanic,White,2
Mississippi,Noxubee,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Noxubee,Non-Hispanic,Asian,0
Mississippi,Noxubee,Non-Hispanic,Other,0
Mississippi,Noxubee,Non-Hispanic,Unknown,0
Mississippi,Noxubee,Hispanic,African-American,0
Mississippi,Noxubee,Hispanic,White,0
Mississippi,Noxubee,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Noxubee,Hispanic,Asian,0
Mississippi,Noxubee,Hispanic,Other,0
Mississippi,Noxubee,Hispanic,Unknown,0
Mississippi,Noxubee,Unknown,African-American,0
Mississippi,Noxubee,Unknown,White,0
Mississippi,Noxubee,Unknown,American-Indian-Alaska-Native,0
Mississippi,Noxubee,Unknown,Asian,0
Mississippi,Noxubee,Unknown,Other,0
Mississippi,Noxubee,Unknown,Unknown,0
Mississippi,Oktibbeha,Total,NA,24
Mississippi,Oktibbeha,Non-Hispanic,African-American,12
Mississippi,Oktibbeha,Non-Hispanic,White,9
Mississippi,Oktibbeha,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Oktibbeha,Non-Hispanic,Asian,0
Mississippi,Oktibbeha,Non-Hispanic,Other,0
Mississippi,Oktibbeha,Non-Hispanic,Unknown,0
Mississippi,Oktibbeha,Hispanic,African-American,0
Mississippi,Oktibbeha,Hispanic,White,0
Mississippi,Oktibbeha,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Oktibbeha,Hispanic,Asian,0
Mississippi,Oktibbeha,Hispanic,Other,0
Mississippi,Oktibbeha,Hispanic,Unknown,0
Mississippi,Oktibbeha,Unknown,African-American,1
Mississippi,Oktibbeha,Unknown,White,1
Mississippi,Oktibbeha,Unknown,American-Indian-Alaska-Native,0
Mississippi,Oktibbeha,Unknown,Asian,0
Mississippi,Oktibbeha,Unknown,Other,0
Mississippi,Oktibbeha,Unknown,Unknown,1
Mississippi,Panola,Total,NA,6
Mississippi,Panola,Non-Hispanic,African-American,5
Mississippi,Panola,Non-Hispanic,White,1
Mississippi,Panola,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Panola,Non-Hispanic,Asian,0
Mississippi,Panola,Non-Hispanic,Other,0
Mississippi,Panola,Non-Hispanic,Unknown,0
Mississippi,Panola,Hispanic,African-American,0
Mississippi,Panola,Hispanic,White,0
Mississippi,Panola,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Panola,Hispanic,Asian,0
Mississippi,Panola,Hispanic,Other,0
Mississippi,Panola,Hispanic,Unknown,0
Mississippi,Panola,Unknown,African-American,0
Mississippi,Panola,Unknown,White,0
Mississippi,Panola,Unknown,American-Indian-Alaska-Native,0
Mississippi,Panola,Unknown,Asian,0
Mississippi,Panola,Unknown,Other,0
Mississippi,Panola,Unknown,Unknown,0
Mississippi,Pearl river,Total,NA,32
Mississippi,Pearl river,Non-Hispanic,African-American,9
Mississippi,Pearl river,Non-Hispanic,White,21
Mississippi,Pearl river,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pearl river,Non-Hispanic,Asian,0
Mississippi,Pearl river,Non-Hispanic,Other,0
Mississippi,Pearl river,Non-Hispanic,Unknown,0
Mississippi,Pearl river,Hispanic,African-American,0
Mississippi,Pearl river,Hispanic,White,1
Mississippi,Pearl river,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pearl river,Hispanic,Asian,0
Mississippi,Pearl river,Hispanic,Other,0
Mississippi,Pearl river,Hispanic,Unknown,0
Mississippi,Pearl river,Unknown,African-American,0
Mississippi,Pearl river,Unknown,White,1
Mississippi,Pearl river,Unknown,American-Indian-Alaska-Native,0
Mississippi,Pearl river,Unknown,Asian,0
Mississippi,Pearl river,Unknown,Other,0
Mississippi,Pearl river,Unknown,Unknown,0
Mississippi,Perry,Total,NA,4
Mississippi,Perry,Non-Hispanic,African-American,1
Mississippi,Perry,Non-Hispanic,White,2
Mississippi,Perry,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Perry,Non-Hispanic,Asian,0
Mississippi,Perry,Non-Hispanic,Other,0
Mississippi,Perry,Non-Hispanic,Unknown,0
Mississippi,Perry,Hispanic,African-American,0
Mississippi,Perry,Hispanic,White,0
Mississippi,Perry,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Perry,Hispanic,Asian,0
Mississippi,Perry,Hispanic,Other,0
Mississippi,Perry,Hispanic,Unknown,0
Mississippi,Perry,Unknown,African-American,0
Mississippi,Perry,Unknown,White,0
Mississippi,Perry,Unknown,American-Indian-Alaska-Native,1
Mississippi,Perry,Unknown,Asian,0
Mississippi,Perry,Unknown,Other,0
Mississippi,Perry,Unknown,Unknown,0
Mississippi,Pike,Total,NA,12
Mississippi,Pike,Non-Hispanic,African-American,4
Mississippi,Pike,Non-Hispanic,White,8
Mississippi,Pike,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pike,Non-Hispanic,Asian,0
Mississippi,Pike,Non-Hispanic,Other,0
Mississippi,Pike,Non-Hispanic,Unknown,0
Mississippi,Pike,Hispanic,African-American,0
Mississippi,Pike,Hispanic,White,0
Mississippi,Pike,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pike,Hispanic,Asian,0
Mississippi,Pike,Hispanic,Other,0
Mississippi,Pike,Hispanic,Unknown,0
Mississippi,Pike,Unknown,African-American,0
Mississippi,Pike,Unknown,White,0
Mississippi,Pike,Unknown,American-Indian-Alaska-Native,0
Mississippi,Pike,Unknown,Asian,0
Mississippi,Pike,Unknown,Other,0
Mississippi,Pike,Unknown,Unknown,0
Mississippi,Pontotoc,Total,NA,6
Mississippi,Pontotoc,Non-Hispanic,African-American,3
Mississippi,Pontotoc,Non-Hispanic,White,1
Mississippi,Pontotoc,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pontotoc,Non-Hispanic,Asian,0
Mississippi,Pontotoc,Non-Hispanic,Other,0
Mississippi,Pontotoc,Non-Hispanic,Unknown,0
Mississippi,Pontotoc,Hispanic,African-American,0
Mississippi,Pontotoc,Hispanic,White,0
Mississippi,Pontotoc,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pontotoc,Hispanic,Asian,0
Mississippi,Pontotoc,Hispanic,Other,1
Mississippi,Pontotoc,Hispanic,Unknown,1
Mississippi,Pontotoc,Unknown,African-American,0
Mississippi,Pontotoc,Unknown,White,0
Mississippi,Pontotoc,Unknown,American-Indian-Alaska-Native,0
Mississippi,Pontotoc,Unknown,Asian,0
Mississippi,Pontotoc,Unknown,Other,0
Mississippi,Pontotoc,Unknown,Unknown,0
Mississippi,Prentiss,Total,NA,3
Mississippi,Prentiss,Non-Hispanic,African-American,0
Mississippi,Prentiss,Non-Hispanic,White,3
Mississippi,Prentiss,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Prentiss,Non-Hispanic,Asian,0
Mississippi,Prentiss,Non-Hispanic,Other,0
Mississippi,Prentiss,Non-Hispanic,Unknown,0
Mississippi,Prentiss,Hispanic,African-American,0
Mississippi,Prentiss,Hispanic,White,0
Mississippi,Prentiss,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Prentiss,Hispanic,Asian,0
Mississippi,Prentiss,Hispanic,Other,0
Mississippi,Prentiss,Hispanic,Unknown,0
Mississippi,Prentiss,Unknown,African-American,0
